Date,Camp,SPX
2022-07-12,11264.73,3801.78
2022-07-13,11247.58,3790.38
2022-07-14,11251.19,3863.16
2022-07-15,11452.42,3830.85
2022-07-18,11360.05,3936.69
2022-07-19,11713.15,3959.9
2022-07-20,11897.65,3998.95
2022-07-21,12059.61,3961.63
2022-07-22,11834.11,3966.84
2022-07-25,11782.67,3921.05
2022-07-26,11562.57,4023.61
2022-07-27,12032.42,4072.43
2022-07-28,12162.59,4130.29
2022-07-29,12390.69,4118.63
2022-08-01,12368.98,4091.19
2022-08-02,12348.76,4155.17
2022-08-03,12668.16,4151.94
2022-08-04,12720.58,4145.19
2022-08-05,12657.55,4140.06
2022-08-08,12644.46,4122.47
2022-08-09,12493.93,4210.24
2022-08-10,12854.8,4207.27
2022-08-11,12779.91,4280.15
2022-08-12,13047.19,4297.14
2022-08-15,13128.05,4305.2
2022-08-16,13102.55,4274.04
2022-08-17,12938.12,4283.74
2022-08-18,12965.34,4228.48
2022-08-19,12705.22,4137.99
2022-08-22,12381.57,4128.73
2022-08-23,12381.3,4140.77
2022-08-24,12431.53,4199.12
2022-08-25,12639.27,4057.66
2022-08-26,12141.71,4030.61
2022-08-29,12017.67,3986.16
2022-08-30,11883.14,3955
2022-08-31,11816.2,3966.85
2022-09-01,11785.13,3924.26
2022-09-02,11630.86,3908.19
2022-09-06,11544.91,3979.87
2022-09-07,11791.9,4006.18
2022-09-08,11862.13,4067.36
2022-09-09,12112.31,4110.41
2022-09-12,12266.41,3932.69
2022-09-13,11633.57,3946.01
2022-09-14,11719.68,3901.35
2022-09-15,11552.36,3873.33
2022-09-16,11448.4,3899.89
2022-09-19,11535.02,3855.93
2022-09-20,11425.05,3789.93
2022-09-21,11220.19,3757.99
2022-09-22,11066.81,3693.23
2022-09-23,10867.93,3655.04
2022-09-26,10802.92,3647.29
2022-09-27,10829.5,3719.04
2022-09-28,11051.64,3640.47
2022-09-29,10737.51,3585.62
2022-09-30,10575.62,3678.43
2022-10-03,10815.43,3790.93
2022-10-04,11176.41,3783.28
2022-10-05,11148.64,3744.52
2022-10-06,11073.31,3639.66
2022-10-07,10652.4,3612.39
2022-10-10,10542.1,3588.84
2022-10-11,10426.19,3577.03
2022-10-12,10417.1,3669.91
2022-10-13,10649.15,3583.07
2022-10-14,10321.39,3677.95
2022-10-17,10675.8,3719.98
2022-10-18,10772.4,3695.16
2022-10-19,10680.51,3665.78
2022-10-20,10614.84,3752.75
2022-10-21,10859.72,3797.34
2022-10-24,10952.61,3859.11
2022-10-25,11199.12,3830.6
2022-10-26,10970.99,3807.3
2022-10-27,10792.67,3901.06
2022-10-28,11102.45,3871.98
2022-10-31,10988.15,3856.1
