Time,Positive,Neutral,Negative,Price
2020-04-25 0:00:00,1274,7320,383,7577.19
2020-04-26 0:00:00,1300,7895,438,7601.59
2020-04-27 0:00:00,1381,8876,495,7715.155
2020-04-28 0:00:00,1407,8869,427,7731.555
2020-04-29 0:00:00,2064,14188,775,8342.73
2020-04-30 0:00:00,2192,13422,672,8938.705
2020-05-01 0:00:00,1471,9694,496,8848.93
2020-05-02 0:00:00,1400,8993,502,8891.05
2020-05-03 0:00:00,1306,7587,384,8966.63
2020-05-04 0:00:00,2214,9360,530,8753.195
2020-05-05 0:00:00,3501,9816,499,8950.355
2020-05-06 0:00:00,2048,10581,530,9166.525
2020-05-07 0:00:00,2138,14088,586,9553.425
2020-05-08 0:00:00,2654,12497,460,9885.185
2020-05-09 0:00:00,1724,9267,423,9718.995
2020-05-10 0:00:00,2091,12984,822,8892.535
2020-05-11 0:00:00,3718,16178,828,8696.71
2020-05-12 0:00:00,2861,10919,515,8758.845
2020-05-13 0:00:00,2180,9818,490,9107.62
2020-05-14 0:00:00,1887,10589,477,9600.63
2020-05-15 0:00:00,1772,10250,511,9495.42
2020-05-16 0:00:00,2118,9870,513,9404.61
2020-05-17 0:00:00,1815,8101,457,9609.89
2020-05-18 0:00:00,1716,9340,433,9710.055
2020-05-19 0:00:00,1444,8704,480,9681.325
2020-05-20 0:00:00,1590,10827,729,9578.38
2020-05-21 0:00:00,1756,10441,613,9189.175
2020-05-22 0:00:00,2460,9726,462,9100.93
2020-05-23 0:00:00,1325,7132,435,9206.21
2020-05-24 0:00:00,1469,8962,567,9007.125
2020-05-25 0:00:00,1427,8956,447,8808.445
2020-05-26 0:00:00,1219,8497,394,8858.595
2020-05-27 0:00:00,1403,9057,427,9021.425
2020-05-28 0:00:00,1496,9690,383,9365.82
2020-05-29 0:00:00,1516,8802,431,9473.115
2020-05-30 0:00:00,1275,7895,322,9538.09
2020-05-31 0:00:00,2152,6578,301,9551.88
2020-06-01 0:00:00,1566,9048,450,9890.31
2020-06-02 0:00:00,2038,10985,697,9788.39
2020-06-03 0:00:00,1248,8136,473,9537.405
2020-06-04 0:00:00,2463,13200,875,9674.395
2020-06-05 0:00:00,4065,20212,1241,9728.865
2020-06-06 0:00:00,3826,19050,1176,9632.275
2020-06-07 0:00:00,3791,19609,1297,9608.27
2020-06-08 0:00:00,2847,14054,937,9729.955
2020-06-09 0:00:00,3341,17513,882,9744.48
2020-06-10 0:00:00,4259,25234,1345,9849.515
2020-06-11 0:00:00,4342,23176,1428,9532.095
2020-06-12 0:00:00,7054,21307,1994,9393.185
2020-06-13 0:00:00,7342,19528,1804,9427.945
2020-06-14 0:00:00,7418,19016,1840,9365.29
2020-06-15 0:00:00,7979,23761,2161,9204.095
2020-06-16 0:00:00,5802,16029,1269,9484.25
2020-06-17 0:00:00,1961,4693,333,9396.56
2020-06-18 0:00:00,1954,5134,351,9378.11
2020-06-19 0:00:00,2257,4834,301,9329.785
2020-06-20 0:00:00,2132,4205,249,9286.57
2020-06-21 0:00:00,2175,4151,234,9350.375
2020-06-22 0:00:00,6210,17518,1297,9529.025
2020-06-23 0:00:00,8717,24603,1758,9650.29
2020-06-24 0:00:00,7313,22372,1728,9435.215
2020-06-25 0:00:00,7673,23152,1979,9168.09
2020-06-26 0:00:00,6199,18076,1497,9165.37
2020-06-27 0:00:00,5284,14816,1317,9028.805
2020-06-28 0:00:00,7686,19811,1742,9067.895
2020-06-29 0:00:00,8665,22822,1826,9130.375
2020-06-30 0:00:00,8836,26098,2329,9134.88
2020-07-01 0:00:00,6508,18956,1402,9198.5
2020-07-02 0:00:00,5723,15593,1569,9111.255
2020-07-03 0:00:00,7906,21222,1765,9087.215
2020-07-04 0:00:00,7163,17737,1365,9124.155
2020-07-05 0:00:00,6321,17786,1700,9044.385
2020-07-06 0:00:00,8636,29758,1894,9219.865
2020-07-07 0:00:00,7631,22780,1887,9293.5
2020-07-08 0:00:00,8522,24287,1995,9354.275
2020-07-09 0:00:00,7929,21160,1557,9306.52
2020-07-10 0:00:00,9372,24418,2151,9223.01
2020-07-11 0:00:00,6682,18699,1523,9245.175
2020-07-12 0:00:00,6359,18480,1498,9254.56
2020-07-13 0:00:00,7351,21800,1784,9268.8
2020-07-14 0:00:00,8266,21717,1786,9194.635
2020-07-15 0:00:00,10747,36454,6672,9216.73
2020-07-16 0:00:00,13297,49082,13558,9122.85
2020-07-17 0:00:00,8077,24385,3466,9131.845
2020-07-18 0:00:00,6901,19753,2170,9165.93
2020-07-19 0:00:00,6372,18248,2019,9175.855
2020-07-20 0:00:00,6964,21592,1938,9180.83
2020-07-21 0:00:00,7189,23355,1913,9298.9
2020-07-22 0:00:00,7783,23601,2066,9420.86
2020-07-23 0:00:00,8078,25135,2890,9566.875
2020-07-24 0:00:00,6038,15992,1676,9562.51
2020-07-25 0:00:00,2647,5346,318,9640.74
2020-07-26 0:00:00,2505,5730,380,9899.815
2020-07-27 0:00:00,10432,35180,2720,10666.495
2020-07-28 0:00:00,10345,33899,2519,10922.185
2020-07-29 0:00:00,8545,27849,1901,11101.285
2020-07-30 0:00:00,8189,24717,1828,11028.95
2020-07-31 0:00:00,8193,25784,2908,11217.99
2020-08-01 0:00:00,11132,28227,2614,11557.875
2020-08-02 0:00:00,9576,29079,2668,11400.555
2020-08-03 0:00:00,8701,25628,2161,11210.975
2020-08-04 0:00:00,8334,26267,2206,11218.115
2020-08-05 0:00:00,9602,28401,2420,11443.545
2020-08-06 0:00:00,9435,27776,2178,11743.805
2020-08-07 0:00:00,9385,24685,1861,11631.52
2020-08-08 0:00:00,8509,21689,1809,11673.135
2020-08-09 0:00:00,8817,20916,1607,11668.43
2020-08-10 0:00:00,10699,28564,2237,11857.36
2020-08-11 0:00:00,10337,26292,2233,11539.5
2020-08-12 0:00:00,11813,24910,2089,11401.925
2020-08-13 0:00:00,9085,25715,2102,11539.955
2020-08-14 0:00:00,10265,26182,2056,11760.315
2020-08-15 0:00:00,9301,24895,2082,11839.75
2020-08-16 0:00:00,8711,22245,1779,11818.09
2020-08-17 0:00:00,10753,32234,2404,12125.195
2020-08-18 0:00:00,9503,27131,2222,12126.32
2020-08-19 0:00:00,9370,26019,2347,11807
2020-08-20 0:00:00,9099,25811,1959,11783.875
2020-08-21 0:00:00,10152,26242,2332,11688.595
2020-08-22 0:00:00,8076,21251,1933,11532.54
2020-08-23 0:00:00,8449,19266,1586,11617.61
2020-08-24 0:00:00,9117,23220,1980,11711.045
2020-08-25 0:00:00,9041,24357,2417,11449
2020-08-26 0:00:00,9130,22964,1930,11400.94
2020-08-27 0:00:00,13306,24683,1975,11363.58
2020-08-28 0:00:00,10400,23198,1601,11421.44
2020-08-29 0:00:00,11066,18987,1271,11509.89
2020-08-30 0:00:00,9707,17831,1413,11594.525
2020-08-31 0:00:00,9566,22046,1561,11680.815
2020-09-01 0:00:00,9823,28766,1879,11801.24
2020-09-02 0:00:00,8532,26367,2121,11586.735
2020-09-03 0:00:00,9133,27596,2424,10743.315
2020-09-04 0:00:00,9413,26319,2471,10329.365
2020-09-05 0:00:00,8038,21495,2227,10225.5
2020-09-06 0:00:00,6531,18480,1552,10190.34
2020-09-07 0:00:00,7537,22133,2087,10152.8
2020-09-08 0:00:00,9203,24321,1979,10149.7
2020-09-09 0:00:00,10100,23108,1729,10169.36
2020-09-10 0:00:00,9130,22170,1637,10357.345
2020-09-11 0:00:00,8096,20161,1746,10314.045
2020-09-12 0:00:00,7167,17406,1295,10384.595
2020-09-13 0:00:00,6890,17318,1368,10401.685
2020-09-14 0:00:00,7791,20813,1371,10506.475
2020-09-15 0:00:00,8110,23413,1801,10784.575
2020-09-16 0:00:00,8139,24540,1940,10882.36
2020-09-17 0:00:00,8633,22107,1780,10901.62
2020-09-18 0:00:00,20666,21705,1679,10932.295
2020-09-19 0:00:00,12051,18573,1279,11036.255
2020-09-20 0:00:00,7769,18101,1699,10929.565
2020-09-21 0:00:00,8904,23966,2541,10655.99
2020-09-22 0:00:00,8008,20808,1895,10471.455
2020-09-23 0:00:00,8560,21198,1810,10356.55
2020-09-24 0:00:00,7996,21502,1631,10502.96
2020-09-25 0:00:00,5449,13447,952,10662.26
2020-09-26 0:00:00,4663,10677,921,10740.57
2020-09-27 0:00:00,8739,15514,1339,10711.385
2020-09-28 0:00:00,8127,19461,1548,10800.39
2020-09-29 0:00:00,8341,19027,1577,10752.025
2020-09-30 0:00:00,11724,19344,1591,10758.145
2020-10-01 0:00:00,15639,21221,2242,10690.565
2020-10-02 0:00:00,16513,20075,2308,10528.28
2020-10-03 0:00:00,10850,15711,1348,10554.885
2020-10-04 0:00:00,8726,15185,1377,10617.22
2020-10-05 0:00:00,9077,19290,1487,10713.65
2020-10-06 0:00:00,8455,25176,1918,10667.49
2020-10-07 0:00:00,9840,19569,2033,10617.085
2020-10-08 0:00:00,13747,25680,1891,10749.31
2020-10-09 0:00:00,14548,23591,1862,10974.31
2020-10-10 0:00:00,10899,23391,1523,11271.705
2020-10-11 0:00:00,9302,19045,1322,11359.095
2020-10-12 0:00:00,10451,23681,1758,11474.635
2020-10-13 0:00:00,10458,23128,1800,11438.125
2020-10-14 0:00:00,9473,22483,1643,11424.565
2020-10-15 0:00:00,9660,20248,1722,11438.32
2020-10-16 0:00:00,10657,20253,1630,11385.12
2020-10-17 0:00:00,11243,19979,1158,11340.35
2020-10-18 0:00:00,10660,17119,1378,11435.465
2020-10-19 0:00:00,11007,23275,1861,11619.53
2020-10-20 0:00:00,8881,22807,1747,11868.06
2020-10-21 0:00:00,5537,7716,453,12568.45
2020-10-22 0:00:00,6024,6094,340,12949.215
2020-10-23 0:00:00,4286,4646,288,12882.22
2020-10-24 0:00:00,3679,3820,255,13026.89
2020-10-25 0:00:00,4420,3943,248,13128.545
2020-10-26 0:00:00,3254,4864,314,13019.42
2020-10-27 0:00:00,2454,4905,364,13421.89
2020-10-28 0:00:00,7604,18790,1425,13380.86
2020-10-29 0:00:00,12673,24431,1953,13314.58
2020-10-30 0:00:00,10049,23780,1962,13403.71
2020-10-31 0:00:00,11686,23312,1900,13755.02
2020-11-01 0:00:00,10006,20038,1482,13763.62
2020-11-02 0:00:00,10763,21298,1576,13525.065
2020-11-03 0:00:00,12205,23709,1850,13686.19
2020-11-04 0:00:00,11495,25550,2056,13899.015
2020-11-05 0:00:00,15108,43664,2967,14926.92
2020-11-06 0:00:00,14249,34885,2469,15584.225
2020-11-07 0:00:00,10707,23732,1873,15096.18
2020-11-08 0:00:00,9494,20404,1559,15196.5
2020-11-09 0:00:00,11604,26070,1766,15322.68
2020-11-10 0:00:00,10511,23868,1969,15288.05
2020-11-11 0:00:00,11112,27328,2084,15635.895
2020-11-12 0:00:00,13112,33605,2397,15912.62
2020-11-13 0:00:00,12668,29692,2109,16229.21
2020-11-14 0:00:00,9156,21913,1647,16027.45
2020-11-15 0:00:00,10160,20131,1778,15976.425
2020-11-16 0:00:00,12739,32852,2297,16377.125
2020-11-17 0:00:00,19933,53197,3812,17210.435
2020-11-18 0:00:00,16875,50292,3884,17863.505
2020-11-19 0:00:00,12201,33104,2507,17768.975
2020-11-20 0:00:00,12876,39404,2852,18289.47
2020-11-21 0:00:00,12340,34955,2771,18662.59
2020-11-22 0:00:00,11148,28157,2209,18196.365
2020-11-23 0:00:00,11798,32931,2518,18386.085
2020-11-24 0:00:00,14698,49334,3226,18768.635
2020-11-25 0:00:00,12650,35392,2607,19004.35
2020-11-26 0:00:00,14326,42828,4069,17588.84
2020-11-27 0:00:00,10750,30346,2801,16970.995
2020-11-28 0:00:00,9475,26077,2283,17394.475
2020-11-29 0:00:00,12367,26709,2090,17945.395
2020-11-30 0:00:00,16878,49280,3818,19024.63
2020-12-01 0:00:00,15069,42235,3717,19052.98
2020-12-02 0:00:00,12026,31437,2599,18843.58
2020-12-03 0:00:00,11670,32763,2687,19248.305
2020-12-04 0:00:00,10405,32156,2824,19072.705
2020-12-05 0:00:00,9526,25382,2123,18846.66
2020-12-06 0:00:00,9322,24184,1921,19151.605
2020-12-07 0:00:00,9955,28596,2124,19160.74
2020-12-08 0:00:00,10544,30351,2682,18761.345
2020-12-09 0:00:00,11630,30971,2707,18154.195
2020-12-10 0:00:00,11185,28423,2313,18237.44
2020-12-11 0:00:00,11537,28820,2397,17946.615
2020-12-12 0:00:00,10289,24539,1985,18490.915
2020-12-13 0:00:00,10139,26094,2186,19074.16
2020-12-14 0:00:00,8724,25769,1956,19170.41
2020-12-15 0:00:00,9256,28465,2248,19306.645
2020-12-16 0:00:00,20594,69559,4995,20413.61
2020-12-17 0:00:00,23842,74157,5638,22469.695
2020-12-18 0:00:00,15177,43917,3479,22808.705
2020-12-19 0:00:00,12123,35080,2658,23434.77
2020-12-20 0:00:00,13933,39531,3176,23673.94
2020-12-21 0:00:00,12971,39112,3466,23046.805
2020-12-22 0:00:00,12004,34936,4215,23105.745
2020-12-23 0:00:00,11375,35209,4606,23362.175
2020-12-24 0:00:00,10755,28157,3008,23247.505
2020-12-25 0:00:00,10906,25057,3008,24097.035
2020-12-26 0:00:00,15694,44582,4450,25637.44
2020-12-27 0:00:00,22052,57447,7256,27073.02
2020-12-28 0:00:00,15476,44592,8292,26773.795
2020-12-29 0:00:00,15304,50109,4734,26623.925
