Time,Positive,Neutral,Negative,Price
2022-06-12 0:00:00,3008,7686,921,27544.995
2022-06-13 0:00:00,9376,33566,4053,24423.875
2022-06-14 0:00:00,8840,26745,2941,22025.96
2022-06-15 0:00:00,3810,11454,1049,21413.87
2022-06-16 0:00:00,3388,9832,796,21585.17
2022-06-17 0:00:00,3169,9982,790,20775.87
2022-06-18 0:00:00,3409,12345,1283,19161.72
2022-06-19 0:00:00,2804,10145,888,19356.435
2022-06-20 0:00:00,3208,10346,818,20316.17
2022-06-21 0:00:00,3436,10587,809,21016.865
2022-06-22 0:00:00,6692,22372,1639,20309.45
2022-06-23 0:00:00,7646,22404,1646,20533.01
2022-06-24 0:00:00,7108,21315,1607,21123.165
2022-06-25 0:00:00,5789,18438,1109,21244.555
2022-06-26 0:00:00,5586,17153,1118,21412.33
2022-06-27 0:00:00,6489,20343,1314,21029.37
2022-06-28 0:00:00,6268,21106,1685,20681.84
2022-06-29 0:00:00,6573,21960,1534,20123.78
2022-06-30 0:00:00,7243,22546,2505,19380.91
2022-07-01 0:00:00,6574,20905,1906,19884.885
2022-07-02 0:00:00,5446,17613,1211,19192.345
2022-07-03 0:00:00,5862,17041,1267,19192.69
2022-07-04 0:00:00,3391,9565,648,19674.89
2022-07-05 0:00:00,2928,10146,532,20004.915
2022-07-06 0:00:00,3237,9585,560,20193.96
2022-07-07 0:00:00,3075,10219,633,21041.42
2022-07-08 0:00:00,2961,10204,565,21780.18
2022-07-09 0:00:00,9066,16773,1167,21635.88
2022-07-10 0:00:00,7974,16435,1047,21131.175
2022-07-11 0:00:00,9285,21233,1394,20362.035
2022-07-12 0:00:00,6679,22156,1455,19633.39
2022-07-13 0:00:00,5546,22180,1462,19596.965
2022-07-14 0:00:00,6236,20838,1322,20244.785
2022-07-15 0:00:00,5851,19329,1140,20779.3
2022-07-16 0:00:00,4800,16909,1084,21027.885
2022-07-17 0:00:00,4916,15625,1014,21205.66
2022-07-18 0:00:00,6946,21543,1216,21754.895
2022-07-19 0:00:00,6517,22609,1349,22689.545
2022-07-20 0:00:00,6288,22911,1467,23599.64
2022-07-21 0:00:00,6680,22529,1493,22884.155
2022-07-22 0:00:00,6691,20858,1482,23131.345
2022-07-23 0:00:00,5857,18265,1291,22475.68
2022-07-24 0:00:00,7400,17145,1185,22641.405
2022-07-25 0:00:00,6346,21829,1383,21964.6
2022-07-26 0:00:00,8034,22094,1355,21037.41
2022-07-27 0:00:00,7773,22255,1195,22075.785
2022-07-28 0:00:00,3581,12931,496,23398.17
2022-07-29 0:00:00,7017,21894,1240,23930.33
2022-07-30 0:00:00,6636,19047,936,24070.285
2022-07-31 0:00:00,5528,17822,829,23715.145
2022-08-01 0:00:00,2883,10741,480,23185.615
2022-08-02 0:00:00,7343,21673,1200,23060.225
2022-08-03 0:00:00,6314,22730,1358,23155.69
2022-08-04 0:00:00,6770,22717,1325,22823.58
2022-08-05 0:00:00,6943,21883,1127,23032.31
2022-08-06 0:00:00,6152,18589,828,23136.745
2022-08-07 0:00:00,6091,19509,812,23127.195
2022-08-08 0:00:00,7524,24461,1026,23703.51
2022-08-09 0:00:00,6238,24472,1211,23402.37
2022-08-10 0:00:00,7368,26123,1177,23445.665
2022-08-11 0:00:00,7621,23648,1101,24381.305
2022-08-12 0:00:00,7142,24189,1140,24034.295
2022-08-13 0:00:00,5987,22662,820,24599.175
2022-08-14 0:00:00,5723,22478,776,24586.5
2022-08-15 0:00:00,6062,28037,1108,24493.285
2022-08-16 0:00:00,6800,27444,1107,23960.16
2022-08-17 0:00:00,8335,27743,1358,23813.58
2022-08-18 0:00:00,5969,26255,1240,23355.385
2022-08-19 0:00:00,6214,30224,1618,22002.005
2022-08-20 0:00:00,6132,22925,1269,21066.975
2022-08-21 0:00:00,4694,20601,1011,21409.325
2022-08-22 0:00:00,5196,25819,2232,21216.585
2022-08-23 0:00:00,7071,28688,1327,21286.04
2022-08-24 0:00:00,6763,29590,1079,21516.89
2022-08-25 0:00:00,6488,27235,889,21563.09
2022-08-26 0:00:00,5972,26551,1283,20989.325
2022-08-27 0:00:00,4429,26921,1212,20095.935
2022-08-28 0:00:00,4371,26353,1139,19841.64
2022-08-29 0:00:00,6247,28419,1317,19981.845
2022-08-30 0:00:00,4798,22825,1070,20061.335
2022-08-31 0:00:00,5597,25773,1259,20143.915
2022-09-01 0:00:00,5448,26924,1259,19887.78
2022-09-02 0:00:00,5318,26163,1240,20099.83
2022-09-03 0:00:00,5235,22109,806,19855.665
2022-09-04 0:00:00,4232,22401,681,19806.9
2022-09-05 0:00:00,5555,26579,949,19845.16
2022-09-06 0:00:00,6648,29021,1176,19442.235
2022-09-07 0:00:00,6859,27683,1350,19008.96
2022-09-08 0:00:00,6417,25997,1209,19238.345
2022-09-09 0:00:00,6404,28924,1188,20429.51
2022-09-10 0:00:00,5328,24569,921,21473.08
2022-09-11 0:00:00,4704,24230,814,21608.755
2022-09-12 0:00:00,6518,29101,1083,22025.125
2022-09-13 0:00:00,6133,30740,1045,21341.13
2022-09-14 0:00:00,5602,27799,1173,20091.39
2022-09-15 0:00:00,7690,29022,1054,19931.645
2022-09-16 0:00:00,6980,27498,1130,19618.315
2022-09-17 0:00:00,6016,24991,944,19973.16
2022-09-18 0:00:00,6142,25283,839,19733.28
2022-09-19 0:00:00,6315,28678,1444,18986.835
2022-09-20 0:00:00,6377,28654,1172,19185.075
2022-09-21 0:00:00,6684,29263,1237,18967.345
2022-09-22 0:00:00,6750,28520,1118,18938.165
2022-09-23 0:00:00,7672,25578,1206,19020.405
2022-09-24 0:00:00,7200,21924,1038,19060.86
2022-09-25 0:00:00,7609,21521,815,18912.315
2022-09-26 0:00:00,7288,25578,1023,19002.675
2022-09-27 0:00:00,8844,28533,1126,19604.76
2022-09-28 0:00:00,7885,27903,1030,19134.85
2022-09-29 0:00:00,7219,26376,842,19244.54
2022-09-30 0:00:00,6399,26430,1076,19690.74
2022-10-01 0:00:00,5573,22454,929,19335.575
2022-10-02 0:00:00,6016,23345,779,19162.12
2022-10-03 0:00:00,7366,26192,1898,19343.015
2022-10-04 0:00:00,6456,27208,1299,19979.45
2022-10-05 0:00:00,6846,25861,882,20061.825
2022-10-06 0:00:00,6990,28190,1099,20158
2022-10-07 0:00:00,5791,27617,1047,19695.045
2022-10-08 0:00:00,5643,24457,722,19449.57
2022-10-09 0:00:00,5488,23333,711,19442.135
2022-10-10 0:00:00,5988,26819,885,19289.38
2022-10-11 0:00:00,6769,27502,1115,19061.26
2022-10-12 0:00:00,6411,26325,1083,19104.525
2022-10-13 0:00:00,7736,29001,1219,18866.95
2022-10-14 0:00:00,6462,28425,882,19516.055
2022-10-15 0:00:00,7653,23080,930,19107.845
2022-10-16 0:00:00,6445,23900,907,19245.21
2022-10-17 0:00:00,7640,26015,956,19417.745
2022-10-18 0:00:00,8175,26878,1030,19396.61
2022-10-19 0:00:00,7611,27048,974,19217.345
2022-10-20 0:00:00,6900,26707,983,19133.535
2022-10-21 0:00:00,8462,26063,955,18972.415
2022-10-22 0:00:00,6325,25693,775,19185.65
2022-10-23 0:00:00,6773,25711,668,19384.735
2022-10-24 0:00:00,8270,25398,869,19378.635
2022-10-25 0:00:00,7232,29354,1005,19828.975
2022-10-26 0:00:00,8912,28370,992,20536.265
2022-10-27 0:00:00,8572,28821,848,20541.665
2022-10-28 0:00:00,7399,24036,964,20391.495
2022-10-29 0:00:00,5421,24012,656,20814.475
2022-10-30 0:00:00,5430,22134,573,20729.91
2022-10-31 0:00:00,7766,23385,851,20538.11
